,Unnamed: 0,ticker,time,text_file_name,past_0,past_1,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,future_30,future_29,future_28,future_27,future_26,future_25,future_24,future_23,future_22,future_21,future_20,future_19,future_18,future_17,future_16,future_15,future_14,future_13,future_12,future_11,future_10,future_9,future_8,future_7,future_6,future_5,future_4,future_3,future_2,future_1
10,10.0,RF,2016-01-15,20160115_RF,-3.878223164181616,-3.867533784299469,-3.854026847833647,-3.9053870436590494,-3.894801685217843,-3.875513719757461,-3.866877309336765,-3.8785812963999016,-3.861977038103398,-3.8397040604911536,-3.8206632357828103,-3.795106895002994,-3.76926056146245,-3.7620033178627024,-3.7318560624141366,-3.7035975083257497,-3.7092370244105486,-3.692325917815012,-3.6595527815630513,-3.687560911054365,-3.655673874940942,-3.647688340068992,-3.856230202421021,-3.793603821033769,-3.7671032353453655,-3.769815604579208,-3.667512994088038,-3.780726268077574,-3.666603781883995,-5.055690074084835,-3.475380782385077,-3.46342564367526,-3.514805320232984,-3.515516165465322,-3.5176235199592423,-3.5009045348218857,-3.489773890624854,-3.510475088343643,-3.513883771711236,-3.490902148590727,-3.4844478265258982,-3.45907211476961,-3.4581597200439016,-3.6057852043949583,-3.730911470886392,-3.7185466951549673,-3.697467679910527,-3.738461998805104,-3.7106072455601407,-3.67354470475548,-3.6692260352288737,-3.755254899516801,-3.7521749180488473,-3.705248977116575,-3.633837136786201,-3.5741555206477424,-3.617738568819607,-4.138633309155543,-4.043064184337355,-3.7758028462575615
11,11.0,WFC,2016-01-15,20160115_WFC,-4.019874136698281,-4.059205361106483,-4.070884840627521,-4.102827134318177,-4.1454248919776,-4.142307324572131,-4.135082906059059,-4.165975435095923,-4.165191378554283,-4.14307031057711,-4.170483118052931,-4.148379244077566,-4.122554881326931,-4.118392537657935,-4.088267450457448,-4.056000534777906,-4.053636254388215,-4.02803834447273,-3.996092634102823,-4.0471026655155,-4.000746763189159,-4.018439690519055,-4.254169793478096,-4.188395803846902,-4.18765410838353,-4.119683808987878,-4.0087477650909245,-3.952453386166642,-3.749905275731886,-4.412492393612128,-3.960257725579978,-3.955309405169525,-4.006614470298769,-4.0241884240967325,-4.006967852674407,-3.987500880355599,-3.974917559785761,-3.9874553917972095,-3.995341390057946,-3.974645055581997,-3.9566132508400753,-3.931877957414408,-3.928278308788239,-4.082885032758649,-4.111873274499853,-4.086022091159401,-4.052231907558477,-4.132859011994508,-4.1063831371009165,-4.086623609283604,-4.099978066630464,-4.160574099962212,-4.113472142899391,-4.226360067629363,-4.160821037893799,-4.078488183460462,-4.012861831072844,-4.391281328490311,-5.106661780639177,-4.776835251781994
12,12.0,FHN,2016-01-19,20160119_FHN,-4.052348179914694,-4.045346121892842,-4.046991773465612,-4.035588635468555,-4.039487131601973,-4.044812472025215,-4.028225549711213,-4.026421395868869,-4.129737809621017,-4.110415978265687,-4.090023088083618,-4.102182397556564,-4.081861948880248,-4.057006915212453,-4.06315560518302,-4.031256514136934,-4.007590099834596,-4.00584465163985,-3.9857527004546673,-3.9456385111811754,-4.002726736389611,-3.951845405227513,-4.026819335254889,-4.220061697437822,-4.150008178272272,-4.154860226109823,-4.194045816697836,-4.0848353545800125,-3.95896533496909,-3.6285337976414103,-3.768819002605471,-3.754731381519026,-3.760117867290506,-3.7914341554205433,-3.828673787508684,-3.830175919095892,-3.821169913544305,-3.815100194549964,-3.8190149411285055,-3.807857514855322,-3.785295221564101,-3.790228390079525,-3.764253795167606,-3.755277074537557,-3.838651932618906,-3.898936304786152,-3.867625644823096,-3.838195269767372,-3.908548762339065,-3.896956300082584,-3.8496984374967056,-3.822543732866799,-3.942675149217513,-3.88051677138516,-3.804596887102512,-3.751361241720916,-3.6463121591441303,-3.617082230703816,-4.062359000347715,-4.664591803569382
13,13.0,MS,2016-01-19,20160119_MS,-3.803464525888618,-3.8000046650895833,-3.825780857594816,-3.820516957673896,-3.8924520570356735,-3.876398807793045,-3.8622653168591854,-3.847761957926704,-3.913492221852041,-3.905377679854592,-3.8813218332462007,-3.855829096189977,-3.829871323188332,-3.801360211864384,-3.796621751943381,-3.764391034573453,-3.731494761526328,-3.7214349245496674,-3.727167991781447,-3.7171689146862703,-3.7196916487291474,-3.737732661950613,-3.792470175641854,-3.958087621872498,-3.8822588784885146,-4.03464463558108,-3.9578491504636415,-3.861507842163084,-3.691137812211136,-3.381099752545988,-3.513191321652381,-3.4962487504606443,-3.478723530181972,-3.5195611825819144,-3.5092907629558794,-3.4980958026977924,-3.5085147902283054,-3.487311138871808,-3.49550241105676,-3.4829292007318697,-3.458534618568232,-3.4371400254830844,-3.420072370953923,-3.4086312410487047,-3.497120881575675,-3.5438261181867494,-3.5149557512127827,-3.4816807154362506,-3.703515697224092,-3.717815869906449,-3.727717132788932,-3.682340048884488,-3.895060489245257,-3.8390128356489295,-3.883014004562926,-3.810675604985979,-3.69918569925341,-3.631546954460061,-3.6303180987040857,-3.910262460199682
14,,WWD,2016-01-19,20160119_WWD,-4.08299855573149,-4.06677315626517,-4.091570304307282,-4.082013417969324,-4.096815615895432,-4.092394064714641,-4.08698697861704,-4.079473977024841,-4.174032880168042,-4.209247005778806,-4.202667226149569,-4.180177989020983,-4.199881718833822,-4.171317753547572,-4.159105641677207,-4.135206050391703,-4.1190957261492915,-4.123143840795815,-4.14125359158368,-4.1053313658253145,-4.074634312358021,-4.029700464226071,-4.088679429861279,-4.059371742489615,-4.0233872790828995,-3.9343997520652674,-3.89900393419884,-3.7687041155867407,-3.921291269793861,-3.7230676928864757,-3.926683175767251,-3.910952805691086,-3.895483482712165,-3.937229766595945,-3.9183933856217834,-3.900425819390519,-3.8801614804723505,-3.8615759041937863,-3.8448591422450753,-3.827591119034421,-3.8161705550934824,-3.793928648895011,-3.789764707910314,-3.8761259296154313,-3.8916939488146696,-3.9283286488203237,-3.893838727716175,-3.8863462510894977,-3.885296578283851,-3.8626896690621484,-3.8215417312254547,-3.7753357558986607,-3.858494733392269,-3.8150770206909996,-3.7657791998375547,-3.680790252052424,-3.6592682897638737,-3.7246581770442804,-3.7361915182141017,-4.812344778821688
15,14.0,CATY,2016-01-20,20160120_CATY,-4.018474409898553,-4.00191699849354,-3.984567098817012,-3.967361361077226,-3.97332681890394,-4.015359489326577,-4.028764820090206,-4.0422303736998,-4.057311000643983,-4.113994674317103,-4.090924962679947,-4.069006568758609,-4.140490749159854,-4.121961649066629,-4.106338721315838,-4.1303097988058655,-4.100752449634961,-4.077549790803936,-4.092962235455417,-4.055770342858954,-4.045496688749447,-3.9933217345087817,-3.976944735441082,-4.006494930826219,-4.243791305877565,-4.210706682103408,-4.324318928079288,-4.26752563603934,-4.416257896963023,-4.361037088204649,-4.023008051923353,-4.007611401455128,-3.994430488961437,-3.985657543852251,-4.030528353382002,-4.065891480537972,-4.062978440717218,-4.059813771126423,-4.038798831211492,-4.099809102662997,-4.076360593453601,-4.051917130079159,-4.050178537221494,-4.028109702278174,-4.04325933255336,-4.011040092314937,-3.998061508900514,-3.9777695132717086,-3.946531349269147,-3.903025755442941,-3.920274670831717,-3.890772159883246,-3.832188884127212,-3.9492072317779097,-3.907462413543808,-3.99301000350491,-3.9382690023200753,-3.850090860055351,-3.878293176626824,-5.969142109990171
16,15.0,EAT,2016-01-20,20160120_EAT,-3.9235746610765143,-3.961395286747421,-3.953979745493044,-3.9374901960178383,-3.934313280299351,-3.965384552575024,-4.483391805586502,-4.462859092927131,-4.462102851724449,-4.583795175639491,-4.579811518745048,-4.671008257875128,-4.730916713930373,-4.708070656873311,-4.677780451238297,-4.656278009356115,-4.667087162753037,-4.6904228123482765,-4.654676345895713,-4.611541457715853,-4.634110897763272,-4.593338271979133,-4.55669174615248,-4.49966561593268,-4.57459938433889,-4.484196350012547,-4.441385385628335,-4.310057199309041,-4.113269466430554,-4.015015395347312,-4.243713348089975,-4.231256679957942,-4.222946691445804,-4.2145258895446505,-4.196653039722263,-4.190519779747568,-4.193726034032078,-4.186001909574809,-4.176731079358374,-4.165309409520661,-4.159740131142843,-4.138207925930723,-4.115842505572069,-4.135349435742598,-4.122944018700971,-4.172165562721635,-4.144607693500185,-4.114526589481252,-4.076310759678255,-4.032939017154314,-4.313018003053747,-4.263516712711653,-4.296383167291351,-4.246729453441325,-4.200299426212236,-4.111357223215708,-4.028097276131033,-3.9946817254615614,-3.880840337781967,-3.761255706700098
17,16.0,KMI,2016-01-20,20160120_KMI,-3.2605965538309367,-3.25582071845598,-3.2451047433439792,-3.2706485007290937,-3.3682670686639087,-3.3717998346741576,-3.365984057773553,-3.361634135428917,-3.380890116427665,-3.3698287966684486,-3.381451626770977,-3.376668446723992,-3.3762364630319723,-3.380521145368511,-3.3685810445249214,-3.336311847429545,-3.347155553321981,-3.3128087498227705,-3.5167802269938457,-3.497397917595422,-3.4551727044316203,-3.403521470283738,-3.377927183347872,-3.326455165238049,-3.249390341708335,-3.207740220921568,-3.1024933215310524,-2.9905223970701997,-3.703234488089091,-4.31658606481231,-3.02546613555924,-3.0154509099376043,-2.998016764657065,-2.981927208051975,-2.9637766319962138,-2.944570817724109,-2.9249615080924105,-2.9042468473442518,-2.882244266460512,-2.869506813929372,-2.847909166930345,-2.834410151442743,-2.81439318758894,-2.850791148500441,-2.830172973379113,-2.831933489380714,-2.827304879195709,-2.7916682773071244,-2.762147861555558,-2.7555361987889766,-2.709267470300952,-2.65729012453974,-2.633033433295477,-2.5933202524211927,-2.6256277866020907,-2.6060648918272,-2.603101060954708,-2.5528866533851424,-2.406094121918402,-2.363480786577595
18,17.0,TEL,2016-01-20,20160120_TEL,-4.144163658090733,-4.160292137376199,-4.1510896257188685,-4.234456647493813,-4.226658282918882,-4.236241381783884,-4.236890846763121,-4.215808503110609,-4.196636718657573,-4.47739206079809,-4.487499800125157,-4.463276881133766,-4.469518420931848,-4.454942240782277,-4.425061760125752,-4.435106564910333,-4.404686552860992,-4.376245401951527,-4.429695681400625,-4.486780362561869,-4.590238578144498,-4.548554241841265,-4.515323173027789,-4.715538290898184,-4.891725701706136,-4.800587685468236,-4.928089936620795,-4.796471929132982,-4.764312759426328,-5.824963720015151,-4.04658196053865,-4.033919095599291,-4.035223130637525,-4.018221996954736,-4.065433954114678,-4.06022104220812,-4.040214136336265,-4.020349876683675,-3.998125674829283,-3.996086572870918,-3.976207857328402,-3.9528076736487545,-3.9282235638765326,-3.930544262931321,-3.92179704581313,-3.9044040448759434,-3.875032153892123,-3.85632751779655,-3.8179627094621735,-3.855077974893819,-3.8518874547634696,-3.838844293961052,-3.8321821300902874,-4.124451520281508,-4.047665502113018,-4.088970533553844,-3.998381403146232,-3.959037169469607,-3.800637611373373,-4.609241625813167
19,18.0,AXP,2016-01-21,20160121_AXP,-4.385138972556682,-4.36882266385811,-4.362103891336166,-4.343951485627485,-4.325636206763011,-4.318915137216019,-4.347359623774564,-4.336771941788331,-4.328369864578884,-4.30513841608139,-4.284352760309634,-4.340108517150182,-4.334474151597046,-4.413024332582988,-4.387618309883027,-4.3559837900728535,-4.36980956176552,-4.333599459164257,-4.303026932148068,-4.3603325761449145,-4.343358608250332,-4.331958148533988,-4.433931523690556,-4.440082710060368,-4.4393069970569226,-4.8441507588250055,-4.750694248110043,-5.149663629221826,-5.327594469648211,-5.090229132572483,-4.232979493473828,-4.223641095749244,-4.206180873247485,-4.205362204573778,-4.187356811677982,-4.200636780263583,-4.180353904839762,-4.159673185464267,-4.148996184988155,-4.13678145830211,-4.12545882141312,-4.120089226248935,-4.099366960718077,-4.076751070743274,-4.049740245762412,-4.02323459300629,-4.077239758351007,-4.124420056437636,-4.096109704570495,-4.053192880322031,-4.18569885290226,-4.154071691009476,-4.096680057738778,-4.0380479747359415,-4.079423496527182,-4.121131802926174,-4.04363440892188,-4.877721039020134,-6.048637706538954,-5.764005144406522
20,19.0,EGHT,2016-01-21,20160121_EGHT,-3.5220863448545905,-3.5078119732251074,-3.493963736788767,-3.4770812675728533,-3.4658101161985404,-3.477465918072473,-3.4809709226351404,-3.587951875250644,-3.5688523401703485,-3.5492709579830697,-3.58529019858326,-3.568117513438931,-3.5815129906088456,-3.684385887097354,-3.664204970227349,-3.643224356669712,-3.645650219478061,-3.6105448824401343,-3.570523539721333,-3.618210120635286,-3.571368779919469,-3.615890794696821,-3.5745973951541523,-3.526712817391904,-3.9273632031770696,-3.90096818567376,-3.835175702025591,-3.9800779414939447,-4.194818106550048,-4.058092209210891,-3.5744716300755663,-3.5581746624984105,-3.542676458347239,-3.529139087219909,-3.5164454678476096,-3.51043516243759,-3.4927982768378456,-3.4833118488569283,-3.468322794407261,-3.4652057876423763,-3.445503276480152,-3.420752166006699,-3.425004779108955,-3.40651254360579,-3.3817754708255774,-3.3502285778008942,-3.3157771386129293,-3.378141343680136,-3.3398611751505056,-3.333369550555007,-3.480839708901707,-3.721499002738941,-3.662608803822819,-3.6082694913849007,-3.5636643277579925,-3.4899970059817678,-3.660355002283645,-3.808009391751357,-3.914979716589261,-3.7586436362439377
21,20.0,ETFC,2016-01-21,20160121_ETFC,-3.885225950585932,-3.869553375649371,-3.858161367044125,-3.84035241370194,-3.856072810868236,-3.867682522371288,-3.9664084098916015,-3.9659352103365086,-3.9452534048591823,-3.921996459285268,-3.964170255422855,-3.9524590773945754,-3.925425534278464,-3.932945983772972,-3.90287588001326,-3.874291885575666,-3.8657119120447914,-3.829054251830315,-3.794630351661806,-3.793937053452891,-3.8173411909657458,-3.764707762277372,-3.8151465794074606,-3.766501388033092,-3.725640617347438,-4.233274037318897,-4.192278442669088,-4.712552143901284,-5.617389837078001,-6.245879771837404,-3.625807419476784,-3.608929446798046,-3.591406363372497,-3.574660279900556,-3.5559075505054314,-3.623791524683394,-3.6377162797800713,-3.670560963328763,-3.6734976555057535,-3.65177637400156,-3.629588831341268,-3.60874095609241,-3.596388169147714,-3.575918411933858,-3.5566061006268934,-3.563632236871344,-3.6136903985150233,-3.606856486362679,-3.570999356696416,-3.545349551070512,-3.854425319021165,-3.8664812805155737,-3.883006909796507,-3.8191026537345927,-4.240537041114018,-4.151852742195384,-4.088877836675703,-4.003539786913136,-3.866068748816685,-3.5622759945248923
22,21.0,HBAN,2016-01-21,20160121_HBAN,-4.024949941056756,-4.02963613555129,-4.024962776449835,-4.00712794300326,-4.009947625397182,-4.01008808419929,-4.066909706269952,-4.063820167763204,-4.05403139003564,-4.037855818808459,-4.053393865586239,-4.032971544455931,-4.0140687295454125,-4.0399221922849256,-4.0099550980057375,-3.9788936298666977,-3.990018180350612,-3.953664260278844,-3.932544596117266,-3.949810044636431,-3.9558616699653055,-3.91909599931306,-3.914053929538565,-3.850355795034941,-3.8202132337530976,-4.28170699517572,-4.2230246626795696,-4.267108448322188,-4.17123652780287,-3.882210828395098,-3.5233954975371606,-3.5088875483271216,-3.4918867093595023,-3.493065896128463,-3.476206582763948,-3.5034694503966914,-3.49629369791776,-3.5017905496114263,-3.48183815620522,-3.461037257958295,-3.455932928892405,-3.438154907993616,-3.417392702604558,-3.413396707547092,-3.383142206695094,-3.382423314977436,-3.4342014464172683,-3.474115944812795,-3.4393638701086724,-3.3961718947315678,-3.368118850635012,-3.321907796148395,-3.273554145195236,-3.212193425867732,-3.172494601765347,-3.0825316761601025,-2.975569462989959,-2.861824461586985,-2.6896663413312205,-3.2132912726391325
